POSTI;NAME_FI;POSTI_1;BIN;DIS45;BARREN;FOREST;TEMPSUM;AKATP;AKATOSA;ALK_SLQ;TEOL_SLQ;TEOLLAG;NUORET;HERFIND;TYOTIH;TEOLP;PALVP;MAAS;DIS5000;ELEV;VAKILAG;VM0394;MOKKITIH;LSAREA;RETKITIH;LOG;DIS456;DIS20;DIS10;DIS6;TYOP;P;WATER;PALV_LAG;TEOLSLQ;ALK_LAG;PALV_SLQ;AKAT_LAG;TYOVOSA;TYOTMOSA;TYOTOMP;OPISKP;ELAKELP;TAVARAL;TAVELAT;TOIMIOSA;TYOPOSA;TYOTTOMAST;ASK_MTULOT;TAKVELAT;TAVARALL;ALINTL_P;YRITTAJ_P
72630;Kuusela-Rajala;72630;0.000;73.860;1.232;67.478;3.111;6.000;0.000;8.544;0.000;1.454;8.000;0.662;0.190;0.280;0.280;0.440;83.958;111.414;1.257;-24.840;1.472;0.240;0.000;0.000;73.860;86.270;103.220;57.880;15.000;0.170;44.905;0.971;0.000;2.479;0.312;5.257;0.020;0.017;13.000;15.000;50.000;87.000;30.000;0.059;0.008;13;12600;30;87;17;2
72710;Vaaraslahti;72710;0.000;97.350;1.835;62.187;3.131;7.000;0.000;7.738;0.110;0.244;5.000;0.540;0.560;0.185;0.118;0.698;92.180;124.969;1.301;-12.500;0.888;0.081;0.000;0.000;97.350;49.850;138.040;34.950;98.000;0.092;18.089;0.803;0.110;3.835;0.350;4.914;0.082;0.082;16.000;13.000;48.000;76.000;62.000;0.157;0.050;16;10603;62;76;28;6
72740;Laukkala;72740;0.000;107.850;2.580;66.567;3.117;3.000;0.000;8.415;0.164;0.052;7.000;0.633;0.240;0.104;0.104;0.792;101.405;126.571;0.629;-35.120;1.394;0.021;0.000;0.000;107.850;59.080;147.780;35.730;33.000;0.098;9.217;0.145;0.164;2.696;0.047;3.713;0.025;0.007;5.000;10.000;65.000;58.000;117.000;0.088;0.017;5;10680;117;58;33;9
72810;Jylh?nkyl?;72810;0.000;93.910;0.960;64.634;3.155;1.000;0.000;9.765;0.154;1.496;11.000;0.840;0.450;0.064;0.085;0.851;96.369;118.142;1.449;-13.090;1.114;0.019;0.000;0.000;93.910;73.510;127.600;55.920;35.000;0.067;25.054;1.105;0.154;3.330;0.089;5.584;0.024;0.010;7.000;12.000;55.000;74.000;99.000;0.039;0.018;7;9698;99;74;30;2
72840;Saarela;72840;0.000;103.690;2.774;73.612;3.137;1.000;0.000;8.972;0.000;1.309;10.000;0.714;0.250;0.152;0.061;0.788;105.331;128.345;0.799;-20.730;2.590;0.114;0.000;0.000;103.690;69.480;137.390;46.130;25.000;0.052;15.499;0.481;0.000;2.191;0.187;5.289;0.022;0.022;16.000;11.000;61.000;83.000;47.000;0.069;0.013;16;12593;47;83;30;9
72930;Tossavanlahti;72930;0.000;109.780;1.328;70.686;3.159;2.000;0.000;6.573;0.000;1.304;6.000;0.479;0.200;0.462;0.154;0.385;112.420;128.658;0.723;-25.770;2.030;0.005;0.000;0.000;109.780;84.230;139.140;60.880;13.000;0.074;8.502;0.458;0.000;1.806;0.480;5.436;0.020;0.027;22.000;10.000;67.000;70.000;29.000;0.049;0.007;22;12805;29;70;23;4
72950;Porttila;72950;0.000;113.960;2.235;69.119;3.143;3.000;0.000;8.277;0.000;1.309;5.000;0.611;0.670;0.139;0.222;0.639;118.671;128.897;0.742;-13.610;6.778;0.000;0.000;0.000;113.960;75.720;145.130;52.370;40.000;0.094;4.614;0.440;0.000;2.099;0.273;5.430;0.020;0.030;23.000;9.000;51.000;104.000;38.000;0.039;0.020;23;11588;38;104;29;8
73100;Lapinlahti Keskus;73100;1.000;62.440;2.465;60.716;3.172;8.000;1.000;1.015;1.598;6.968;10.000;0.149;4.510;0.566;0.236;0.198;59.725;121.881;6.137;-5.040;0.974;0.384;0.000;1.000;62.440;27.330;113.290;0.800;1978.000;0.574;15.639;6.237;1.598;7.501;0.827;7.953;0.871;0.874;16.000;14.000;50.000;48.000;38.000;2.419;1.004;16;13161;38;48;32;7
73110;M?ntylahti-Karvasalmi;73110;0.000;56.840;0.790;57.030;3.205;5.000;0.000;6.527;0.300;5.297;10.000;0.432;0.510;0.490;0.245;0.265;54.116;114.422;4.574;-8.040;2.769;1.119;0.000;0.000;56.840;32.190;107.690;8.700;18.000;0.247;2.335;3.525;0.300;6.232;0.520;7.819;0.047;0.077;25.000;14.000;48.000;71.000;39.000;0.069;0.009;25;12299;39;71;28;6
73120;Nerkoo-Horsmanm?ki;73120;1.000;68.720;1.133;43.677;3.182;6.000;0.000;4.320;0.182;7.272;8.000;0.230;2.230;0.300;0.240;0.460;66.405;99.984;6.100;3.780;0.727;0.000;0.000;1.000;68.720;20.320;119.570;7.160;89.000;0.414;9.370;6.229;0.182;7.344;0.771;7.876;0.094;0.075;12.000;16.000;39.000;61.000;48.000;0.215;0.045;12;15625;48;61;20;8
73130;Taipale;73130;0.000;75.640;1.223;51.337;3.169;9.000;0.000;5.512;0.523;6.820;7.000;0.348;1.190;0.278;0.111;0.611;73.395;99.615;5.635;-1.630;0.813;0.000;0.000;0.000;75.640;17.580;126.490;14.130;31.000;0.386;21.063;5.947;0.523;6.145;0.554;8.230;0.035;0.027;12.000;18.000;32.000;65.000;54.000;0.088;0.016;12;16777;54;65;20;10
73200;Varpaisj?rvi Keskus;73200;0.000;63.050;2.559;56.780;3.162;5.000;0.000;1.407;1.179;2.248;9.000;0.123;4.030;0.433;0.229;0.338;60.844;129.354;3.063;-5.290;1.060;1.090;0.120;0.000;63.050;38.400;113.890;22.260;706.000;0.104;8.416;2.160;1.179;6.075;0.849;6.126;0.319;0.363;18.000;12.000;58.000;41.000;43.000;1.185;0.358;18;11039;43;41;41;7
73230;Syv?rinp??;73230;0.000;74.990;1.757;52.057;3.136;2.000;0.000;6.786;0.507;2.173;7.000;0.456;1.090;0.274;0.104;0.623;72.668;120.050;2.174;-20.180;0.669;0.000;0.000;0.000;74.990;50.340;125.840;34.200;96.000;0.288;11.637;1.469;0.507;4.062;0.049;5.532;0.059;0.040;10.000;17.000;51.000;78.000;48.000;0.186;0.049;10;11225;48;78;24;8
73250;Korpij?rvi;73250;0.000;84.630;2.245;61.429;3.103;2.000;0.000;8.505;0.000;0.670;8.000;0.653;0.410;0.172;0.125;0.703;82.094;132.868;1.806;-9.670;1.089;0.022;0.106;0.000;84.630;53.930;128.820;43.850;54.000;0.245;9.166;1.442;0.000;3.672;0.116;4.645;0.041;0.045;17.000;9.000;60.000;70.000;80.000;0.098;0.027;17;11052;80;70;27;4
73300;Nilsi? Keskus;73300;0.000;57.390;1.433;62.927;3.240;6.000;1.000;1.761;0.167;2.338;8.000;0.117;3.760;0.332;0.362;0.306;53.977;128.468;2.669;-10.360;0.510;1.241;0.016;0.000;57.390;29.730;108.230;2.480;1492.000;0.520;20.027;1.979;0.167;5.625;1.144;5.211;0.769;0.580;12.000;11.000;57.000;50.000;36.000;2.400;0.757;12;12561;36;50;36;8
73350;Haluna;73350;0.000;48.330;0.539;56.748;3.318;6.000;0.000;6.900;0.000;4.838;9.000;0.461;1.410;0.197;0.189;0.615;49.955;129.661;6.119;-11.950;0.810;0.045;0.000;0.000;48.330;20.670;99.180;10.970;113.000;0.396;13.585;5.124;0.000;6.910;0.207;8.864;0.083;0.057;11.000;20.000;41.000;88.000;51.000;0.235;0.057;11;12462;51;88;17;6
73360;Pajulahti;73360;0.000;41.630;0.756;53.457;3.349;6.000;0.000;6.920;0.381;7.747;7.000;0.441;0.970;0.319;0.259;0.422;38.670;108.103;8.198;-4.960;0.587;0.000;0.000;0.000;41.630;13.970;92.480;16.310;71.000;0.418;10.791;7.074;0.381;7.208;0.396;10.083;0.092;0.067;11.000;11.000;46.000;52.000;55.000;0.215;0.036;11;14721;55;52;19;3
73410;Pieks?nkoski;73410;0.000;51.490;0.431;59.892;3.444;5.000;0.000;8.937;0.000;15.102;5.000;0.708;0.580;0.209;0.090;0.702;52.357;94.613;16.326;-0.370;0.433;0.026;0.000;0.000;51.490;23.840;102.340;20.870;49.000;0.257;28.927;21.630;0.000;7.648;0.191;13.688;0.043;0.020;7.000;14.000;45.000;99.000;67.000;0.127;0.025;7;13140;67;99;24;5
73460;Muuruvesi;73460;0.000;56.200;0.752;59.576;3.370;4.000;0.000;3.077;0.122;5.168;9.000;0.228;1.570;0.288;0.277;0.435;58.866;97.863;5.354;-12.760;0.786;0.012;0.000;0.000;56.200;40.580;92.260;24.300;177.000;0.149;23.361;4.524;0.122;5.706;1.031;8.535;0.133;0.149;17.000;9.000;57.000;52.000;38.000;0.343;0.090;17;11725;38;52;35;7
73470;V?stinniemi;73470;0.000;49.540;0.762;56.298;3.369;4.000;0.000;8.785;0.000;2.673;11.000;0.684;1.150;0.270;0.180;0.551;51.911;101.920;2.969;-4.000;0.514;0.000;0.000;0.000;49.540;46.760;85.600;29.940;62.000;0.252;18.310;2.599;0.000;4.469;0.151;7.355;0.066;0.067;16.000;12.000;47.000;85.000;61.000;0.176;0.031;16;13574;61;85;21;4
73500;Juankoski Keskus;73500;1.000;70.110;0.632;60.299;3.281;6.000;0.000;0.762;2.239;2.492;9.000;0.219;8.830;0.662;0.207;0.131;66.789;107.903;2.926;-9.630;0.490;0.689;0.013;1.000;70.110;61.930;106.170;41.550;1528.000;0.191;23.474;2.214;2.239;5.603;0.750;5.629;0.586;0.475;13.000;14.000;54.000;45.000;31.000;1.587;0.776;13;15106;31;45;29;6
73600;Kaavi Keskus;73600;0.000;60.780;0.913;69.469;3.240;5.000;0.000;1.006;1.297;2.632;7.000;0.132;4.230;0.465;0.328;0.207;59.063;137.074;2.155;-9.550;0.553;0.276;0.000;0.000;60.780;58.000;94.100;43.620;796.000;0.158;15.158;1.592;1.297;3.439;0.962;5.329;0.346;0.393;18.000;10.000;58.000;44.000;32.000;1.166;0.404;18;11458;32;44;39;8
73620;Kortteinen-Rasilampi;73620;0.000;79.440;1.645;65.300;3.163;2.000;0.000;6.635;0.737;3.768;4.000;0.420;0.450;0.253;0.187;0.560;76.464;127.785;2.597;-9.430;0.681;0.322;0.000;0.000;79.440;72.870;102.020;46.090;66.000;0.223;9.386;2.092;0.737;3.732;0.355;5.229;0.050;0.065;20.000;8.000;55.000;58.000;40.000;0.167;0.034;20;10188;40;58;30;5
73640;Sivakkavaara;73640;1.000;81.600;0.701;61.945;3.212;4.000;0.000;5.216;2.388;0.851;7.000;0.435;1.720;0.256;0.180;0.564;78.044;135.742;1.166;-19.190;2.083;0.000;0.000;1.000;81.600;78.820;83.370;42.660;43.000;0.243;10.345;0.754;2.388;1.974;0.073;4.499;0.024;0.027;17.000;6.000;67.000;71.000;28.000;0.039;0.022;17;10369;28;71;36;10
73670;Luikonlahti;73670;0.000;70.790;1.001;69.585;3.256;4.000;0.000;2.940;0.446;3.408;6.000;0.202;0.330;0.426;0.287;0.287;72.602;129.222;2.974;-14.880;0.820;0.362;0.000;0.000;70.790;81.890;70.210;37.750;109.000;0.190;19.792;2.270;0.446;3.585;0.372;5.608;0.086;0.122;22.000;9.000;57.000;55.000;31.000;0.245;0.055;22;11556;31;55;32;8
73710;Viitaniemi;73710;0.000;79.680;1.619;53.154;3.217;3.000;0.000;8.445;0.251;2.508;7.000;0.638;1.020;0.209;0.134;0.657;77.167;112.432;2.516;-14.840;0.667;0.000;0.000;0.000;79.680;54.610;112.660;28.910;43.000;0.242;14.671;2.038;0.251;4.822;0.254;5.110;0.036;0.047;20.000;7.000;60.000;77.000;45.000;0.049;0.022;20;11116;45;77;32;3
73730;Losom?ki;73730;0.000;88.990;0.950;64.003;3.101;2.000;0.000;7.476;0.000;3.680;3.000;0.540;0.180;0.167;0.222;0.611;86.104;151.795;2.191;-35.530;0.833;0.000;0.000;0.000;88.990;65.260;101.980;35.180;10.000;0.171;7.392;1.769;0.000;3.439;0.468;5.196;0.014;0.012;14.000;10.000;76.000;40.000;36.000;0.020;0.005;14;10050;36;40;32;11
73770;S?yneinen-Ala-Siikaj?rvi;73770;1.000;82.270;1.150;61.633;3.184;3.000;0.000;4.548;0.000;1.910;7.000;0.292;1.200;0.320;0.164;0.516;79.271;120.346;1.933;-12.640;0.639;0.794;0.015;1.000;82.270;54.610;115.170;28.910;155.000;0.231;21.605;1.571;0.000;4.008;0.765;5.192;0.097;0.107;17.000;8.000;62.000;52.000;48.000;0.274;0.079;17;10921;48;52;35;9
73810;Palonurmi-Aholansaari;73810;0.000;81.400;1.067;63.932;3.151;4.000;0.000;7.462;0.000;0.675;7.000;0.507;0.580;0.047;0.221;0.733;80.409;127.005;1.988;-10.570;0.863;0.000;0.000;0.000;81.400;53.750;128.890;28.050;73.000;0.227;12.397;1.506;0.000;4.328;0.278;4.545;0.056;0.060;17.000;9.000;58.000;78.000;60.000;0.157;0.037;17;11956;60;78;25;7
73830;Siikaj?rvi;73830;0.000;75.410;1.647;59.916;3.128;1.000;0.000;9.536;0.000;1.965;7.000;0.803;0.580;0.117;0.156;0.727;73.141;126.025;2.127;-15.010;1.225;0.000;0.000;0.000;75.410;47.750;114.180;22.050;56.000;0.158;4.504;1.784;0.000;3.943;0.028;4.888;0.051;0.045;14.000;9.000;66.000;65.000;54.000;0.069;0.028;14;11468;54;65;27;2
73850;Ala-Luosta-Riitasalo;73850;0.000;92.920;3.693;57.312;3.075;2.000;0.000;8.900;0.000;1.885;6.000;0.712;0.210;0.158;0.158;0.684;96.786;130.993;1.793;-34.100;1.556;0.000;0.000;0.000;92.920;65.270;106.370;39.570;24.000;0.115;11.641;1.547;0.000;3.390;0.065;5.261;0.018;0.010;9.000;12.000;58.000;66.000;33.000;0.059;0.012;9;12333;33;66;28;4
73900;Rautavaara Keskus;73900;0.000;105.860;9.422;65.288;2.959;3.000;0.000;1.564;0.389;0.121;6.000;0.120;0.460;0.285;0.416;0.299;102.888;180.718;0.613;-25.630;3.014;0.000;0.049;0.000;105.860;70.680;105.840;48.880;403.000;0.051;6.531;0.271;0.389;1.833;1.142;2.592;0.232;0.291;19.000;11.000;66.000;38.000;25.000;0.637;0.205;19;10712;25;38;41;8
73990;Kangaslahti;73990;0.000;90.910;1.315;45.160;3.089;3.000;0.000;7.768;0.737;0.670;5.000;0.557;1.760;0.140;0.209;0.651;88.297;121.817;1.945;-12.610;0.962;0.000;0.000;0.000;90.910;63.260;120.980;37.560;44.000;0.148;17.628;1.512;0.737;4.095;0.177;4.481;0.029;0.035;19.000;15.000;50.000;65.000;42.000;0.108;0.022;19;9895;42;65;23;4
